attended_color,attended_shape,ib_color,ib_shape,bounces_0,count_0,bounces_1,count_1,bounces_2,count_2,reported_noticing,reported_color,reported_shape
black,shapes,purple,cross,16,7,10,3,11,4,yes,cross,purple
